trade_date,next_trade_date,code,name,pool_type,board,pct_chg,close,limit_price,amount,turnover,first_seal_time,last_seal_time,break_count,close_vs_limit,industry,industry_board_rank,industry_limitup_count_today,market_index_trend,emotion_stage,prev_industry_open_good_rate,prev_industry_close_good_rate,prev_industry_sample_count,action_score,signal_risk_score,postclose_risk_score,risk_score,board_action_quality,broken_board_quality,next_day_premium_risk,realized_label,next_open,next_high,next_close,outcome_source,open_premium,high_premium,close_return,net_open_return,low_open,rushed_high,continued_limit_up,lhb_listed,lhb_net_buy,institution_net,tracked_seats,buy_concentration,sell_concentration,stock_personality_tag,hist_limitup_count_3y,hist_failed_seal_count_3y,hist_failed_seal_rate_3y,hist_limitup_count_1y,hist_failed_seal_count_1y,hist_broken_board_rate_1y,hist_open_premium_mean_1y,hist_high_premium_mean_1y,hist_broken_board_rate_3y,hist_broken_sample_count_3y,hist_broken_a_kill_count_3y,hist_broken_a_kill_rate_3y,hist_a_kill_bloodline_index,hist_open_premium_mean_3y,hist_high_premium_mean_3y,personality_forced_downgrade,hist_n,hist_open_win_rate,hist_no_premium_rate,hist_avg_open,hist_median_open,hist_avg_high,hist_avg_close,strong_is_new_high,strong_volume_ratio,tech_ma5_dev,tech_ma10_dev,tech_gain5,signal_decision_reason,postclose_risk_reason,decision_reason,data_gaps,data_lineage
2026-09-07,2026-09-08,002702,海欣食品,涨停,2,9.98217487335205,6.17,,58517144.0,2.067415714263916,09:25:00,09:25:00,0,,食品加工,1,3,指数下跌,情绪上升,,,0,11,-1,-1,-1,可以打板,,低/可控,实际有溢价,6.79,6.79,6.79,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.10048622366288495,0.10048622366288495,0.10048622366288495,0.09848622366288495,False,True,True,True,68227660.5,-219552.5,,0.35347522819275556,0.07777227888933208,样本不足,2,0,0.0,2,0,0.0,0.02055864671963742,0.07521451716498162,0.0,0,0,,,0.02055864671963742,0.07521451716498162,,2,0.5,0.5,0.02055864671963742,0.02055864671963742,0.07521451716498162,0.05800803943218802,是,0.3713322877883911,12.67,17.1,20.04,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：食品加工；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,盘后龙虎榜净买入0.68亿，可改善次日风险；机构净卖出0.00亿,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：食品加工；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,002881,美格智能,涨停,1,9.99284553527832,46.12,,140164214.0,1.6585546731948853,09:25:00,09:25:00,0,,通信设备,1,8,指数下跌,情绪上升,,,0,11,-2,-2,-2,可以打板,,低/可控,实际无溢价,46.12,47.99,47.51,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.0,0.0405464006938423,0.03013876843018215,-0.002,False,True,False,False,,,,,,样本不足,1,1,1.0,1,1,1.0,0.0013363028953230494,0.02093541202672622,1.0,1,0,0.0,0.0,0.0013363028953230494,0.02093541202672622,,1,1.0,0.0,0.0013363028953230494,0.0013363028953230494,0.02093541202672622,-0.0033407572383072903,是,0.2416863590478897,4.95,7.91,2.72,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；所属行业在今日涨停/炸板热度前排：通信设备；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；所属行业在今日涨停/炸板热度前排：通信设备；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,600108,亚盛集团,涨停,3,10.091742515563965,4.8,,101633170.0,1.0875449180603027,09:25:02,09:25:02,0,,种植业,1,5,指数下跌,情绪上升,,,0,15,-4,-4,-4,可以打板,,低/可控,实际有溢价,5.28,5.28,5.28,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.09800000000000009,False,True,True,True,27393600.0,-1529280.0,,0.3411893971230062,0.07165534637953337,股性偏强,3,2,0.6666666666666666,3,2,0.6666666666666666,0.036124312882722664,0.07612751955259596,0.6666666666666666,2,0,0.0,0.0,0.036124312882722664,0.07612751955259596,,3,0.6666666666666666,0.3333333333333333,0.036124312882722664,0.010101010101010166,0.07612751955259596,0.06995468004642309,是,0.0896313339471817,16.28,23.9,29.73,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；所属行业在今日涨停/炸板热度前排：种植业；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性偏强：涨停样本3，次日开盘有溢价率66.7%，均值3.6%；历史封板稳定性一般：涨停/炸板样本中未封住比例66.7%,盘后龙虎榜净买入0.27亿，可改善次日风险；机构净卖出0.02亿,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；所属行业在今日涨停/炸板热度前排：种植业；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性偏强：涨停样本3，次日开盘有溢价率66.7%，均值3.6%；历史封板稳定性一般：涨停/炸板样本中未封住比例66.7%,前一交易日本行业涨停样本缺失,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,001296,长江材料,涨停,1,10.0,22.0,,123925208.0,6.9557576179504395,09:30:00,09:30:00,0,,非金属材,1,2,指数下跌,情绪上升,,,0,10,-1,-1,-1,可以打板,,低/可控,实际有溢价,22.19,22.68,21.38,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.008636363636363775,0.030909090909090997,-0.028181818181818197,0.006636363636363775,False,True,False,False,,,,,,样本不足,1,1,1.0,1,1,1.0,-0.0030090270812438424,0.0651955867602807,1.0,1,0,0.0,0.0,-0.0030090270812438424,0.0651955867602807,,1,0.0,1.0,-0.0030090270812438424,-0.0030090270812438424,0.0651955867602807,0.010030090270812364,,,6.87,8.53,5.57,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：非金属材；板块内封板排序第1，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好,,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：非金属材；板块内封板排序第1，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,001366,播恩集团,涨停,2,10.027854919433594,15.8,,88316740.0,3.4794199466705322,09:30:00,09:30:00,0,,饲料,1,2,指数下跌,情绪上升,,,0,12,-1,-3,-3,可以打板,,低/可控,实际有溢价,17.38,17.38,16.38,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.09999999999999987,0.09999999999999987,0.036708860759493644,0.09799999999999986,False,True,False,True,64019668.52,5568880.52,,0.28978772586705664,0.1060627996500454,样本不足,2,0,0.0,2,0,0.0,0.05082556910959557,0.05496686197291334,0.0,0,0,,,0.05082556910959557,0.05496686197291334,,2,1.0,0.0,0.05082556910959557,0.05082556910959557,0.05496686197291334,0.0001392757660167443,是,0.4980718493461609,11.44,17.47,22.29,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；换手处于可承接区间；成交额过低，容量和滑点风险高；题材/行业热度一般：饲料；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,盘后龙虎榜净买入0.64亿，可改善次日风险；机构净买入0.06亿,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；换手处于可承接区间；成交额过低，容量和滑点风险高；题材/行业热度一般：饲料；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,600865,百大集团,涨停,3,10.044053077697754,12.49,,220018385.0,4.684093952178955,09:30:01,09:30:01,0,,一般零售,1,6,指数下跌,情绪上升,,,0,15,-3,-3,-3,可以打板,,低/可控,实际有溢价,13.74,13.74,13.74,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.10008006405124092,0.10008006405124092,0.10008006405124092,0.09808006405124092,False,True,True,True,58706907.0,-2709081.0,,0.3756450989311643,0.10881781992900275,样本不足,2,2,1.0,2,2,1.0,0.03674230782365201,0.1001233650923744,1.0,2,0,0.0,0.0,0.03674230782365201,0.1001233650923744,,2,0.5,0.5,0.03674230782365201,0.03674230782365201,0.1001233650923744,0.1001233650923744,是,0.6609388589859009,17.28,27.2,36.95,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：一般零售；板块内封板排序第1，属于日内前排；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好,盘后龙虎榜净买入0.59亿，可改善次日风险；机构净卖出0.03亿,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：一般零售；板块内封板排序第1，属于日内前排；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,603083,剑桥科技,涨停,1,10.001592636108398,207.21,,3544718640.0,6.2256340980529785,09:30:01,09:33:52,1,,通信设备,2,8,指数下跌,情绪上升,,,0,10,-1,-1,-1,可以打板,,低/可控,实际有溢价,215.0,227.83,222.3,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.03759471067998654,0.09951257178707595,0.07282467062400455,0.03559471067998654,False,True,False,False,,,,,,样本不足,2,0,0.0,2,0,0.0,-0.04416890481121366,0.03876454139093677,0.0,0,0,,,-0.04416890481121366,0.03876454139093677,,2,0.5,0.5,-0.04416890481121366,-0.04416890481121366,0.03876454139093677,0.022207708565027406,,,9.47,9.7,10.45,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；成交额较大，具备市场辨识度；所属行业在今日涨停/炸板热度前排：通信设备；板块内封板排序第2，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好,,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；成交额较大，具备市场辨识度；所属行业在今日涨停/炸板热度前排：通信设备；板块内封板排序第2，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,000735,罗 牛 山,涨停,2,9.95106029510498,6.74,,345449520.0,4.458078384399414,09:30:09,09:30:09,0,,养殖业,1,1,指数下跌,情绪上升,,,0,13,-2,-5,-5,可以打板,,低/可控,实际无溢价,6.65,7.31,6.81,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,-0.013353115727002929,0.08456973293768533,0.010385756676557722,-0.015353115727002929,True,True,False,True,140809114.37,26210723.37,拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部,0.23781962806588167,0.08138646262090557,样本不足,1,0,0.0,1,0,0.0,0.09787928221859721,0.09951060358890707,0.0,0,0,,,0.09787928221859721,0.09951060358890707,,1,1.0,0.0,0.09787928221859721,0.09787928221859721,0.09951060358890707,0.09951060358890707,是,0.8779906630516052,12.3,15.55,18.45,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；换手处于可承接区间；题材/行业热度一般：养殖业；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,盘后龙虎榜净买入1.41亿，可改善次日风险；机构净买入0.26亿；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；换手处于可承接区间；题材/行业热度一般：养殖业；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,603696,安记食品,涨停,2,9.980172157287598,16.64,,255149129.0,6.558530807495117,09:30:43,09:31:55,1,,调味发酵,1,1,指数下跌,情绪上升,,,0,10,0,-1,-1,可以打板,,低/可控,实际有溢价,17.33,18.3,17.7,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.041466346153846034,0.09975961538461542,0.0637019230769229,0.03946634615384603,False,True,False,True,77396653.91,0.0,,0.17509575931833798,0.07200313648756132,股性中性,6,3,0.5,6,3,0.5,0.01833741118623768,0.06361534855457725,0.5,3,0,0.0,0.0,0.01833741118623768,0.06361534855457725,,6,0.5,0.5,0.01833741118623768,0.014000602840540388,0.06361534855457725,0.02098090765449621,否,0.795167863368988,12.78,16.73,19.2,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：调味发酵；板块内封板排序第1，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性中性：涨停样本6，次日开盘有溢价率50.0%；历史封板稳定性一般：涨停/炸板样本中未封住比例50.0%,盘后龙虎榜净买入0.77亿，可改善次日风险,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：调味发酵；板块内封板排序第1，属于日内前排；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性中性：涨停样本6，次日开盘有溢价率50.0%；历史封板稳定性一般：涨停/炸板样本中未封住比例50.0%,前一交易日本行业涨停样本缺失,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
2026-09-07,2026-09-08,605577,龙版传媒,涨停,6,10.03215503692627,17.11,,250953708.0,3.338653564453125,09:30:47,09:30:47,0,,出版,1,3,指数下跌,情绪上升,,,0,15,-2,-4,-4,可以打板,,低/可控,实际有溢价,18.18,18.82,18.67,D:\codex\outputs\a_share_technical_screener\2026-09-08\raw_spot_sina.csv,0.06253652834599643,0.09994155464640575,0.09117475160724742,0.06053652834599643,False,True,False,True,11909479.0,0.0,拉萨系:东方财富证券股份有限公司拉萨东环路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,0.08222570577764513,0.06626135834424829,股性偏强,5,3,0.6,5,3,0.6,0.033745466167685034,0.10008213439898013,0.6,3,0,0.0,0.0,0.033745466167685034,0.10008213439898013,,5,1.0,0.0,0.033745466167685034,0.014554794520547976,0.10008213439898013,0.10008213439898013,是,0.5041799545288086,19.94,41.59,61.11,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；换手处于可承接区间；题材/行业热度一般：出版；板块内封板排序第1，属于日内前排；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性偏强：涨停样本5，次日开盘有溢价率100.0%，均值3.4%；历史封板稳定性一般：涨停/炸板样本中未封住比例60.0%,盘后龙虎榜净买入0.12亿，可改善次日风险；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨东环路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,收盘封住涨停；大环境：情绪上升，允许适度提高进攻仓位；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；未炸板；换手处于可承接区间；题材/行业热度一般：出版；板块内封板排序第1，属于日内前排；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好；三年股性偏强：涨停样本5，次日开盘有溢价率100.0%，均值3.4%；历史封板稳定性一般：涨停/炸板样本中未封住比例60.0%,前一交易日本行业涨停样本缺失,AKShare/Eastmoney pools + local technical screener + local stock_personality_history/history detail + Eastmoney LHB
