trade_date,next_trade_date,code,name,pool_type,board,pct_chg,close,limit_price,amount,turnover,first_seal_time,last_seal_time,break_count,close_vs_limit,industry,action_score,risk_score,board_action_quality,broken_board_quality,next_day_premium_risk,realized_label,next_open,next_high,next_close,open_premium,high_premium,close_return,net_open_return,low_open,rushed_high,continued_limit_up,lhb_listed,lhb_net_buy,institution_net,tracked_seats,buy_concentration,sell_concentration,hist_n,hist_open_win_rate,hist_avg_open,strong_is_new_high,strong_volume_ratio,tech_ma5_dev,tech_ma10_dev,tech_gain5,decision_reason,data_gaps,data_lineage
2026-08-27,2026-08-28,002084,海鸥住工,涨停,4,10.02087688446045,5.27,,27643695.0,0.8137143850326538,09:25:00,09:25:00,0,,家居用品,8,1,可以打板,,低/可控,实际有溢价,5.8,5.8,5.8,0.10056925996204935,0.10056925996204935,0.10056925996204935,0.09856925996204935,False,True,True,False,,,,,,,,,是,0.3273904025554657,20.05,34.4,55.92,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；未炸板；换手过低，成交验证不足；成交额过低，容量和滑点风险高；题材/行业热度一般：家居用品；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,002855,捷荣技术,涨停,3,10.0,13.31,,18861601.0,0.5755252838134766,09:25:00,09:25:00,0,,消费电子,8,0,可以打板,,低/可控,实际有溢价,14.64,14.64,14.64,0.09992486851990989,0.09992486851990989,0.09992486851990989,0.09792486851990989,False,True,True,False,,,,,,,,,是,0.47219589352607727,17.66,24.74,32.57,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；未炸板；换手过低，成交验证不足；成交额过低，容量和滑点风险高；题材/行业热度一般：消费电子；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,002742,冀衡医药,涨停,3,10.097086906433105,5.67,,56422737.0,1.8993507623672485,09:25:00,09:25:00,0,,化学制药,10,-2,可以打板,,低/可控,实际有溢价,6.24,6.24,6.24,0.10052910052910069,0.10052910052910069,0.10052910052910069,0.09852910052910069,False,True,True,False,,,,,,1,1.0,0.009685230024213176,是,0.24159039556980133,19.07,24.02,30.65,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；未炸板；成交额过低，容量和滑点风险高；所属行业在今日涨停/炸板热度前排：化学制药；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,000712,锦龙股份,涨停,2,10.051281929016113,10.73,,158057696.0,1.644511103630066,09:25:00,09:25:00,0,,证券Ⅱ,9,-1,可以打板,,低/可控,实际有溢价,11.8,11.8,11.8,0.09972041006523757,0.09972041006523757,0.09972041006523757,0.09772041006523757,False,True,True,False,,,,,,1,0.0,-0.01834862385321101,是,0.3931303918361664,14.2,17.55,25.5,收盘封住涨停；首次封板在10:30前；2板承接优于普通首板；未炸板；题材/行业热度一般：证券Ⅱ；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,002942,新农股份,涨停,2,10.011573791503906,19.01,,42953665.0,1.6283951997756958,09:25:00,09:25:00,0,,农化制品,8,0,可以打板,,低/可控,实际有溢价,20.91,20.91,20.91,0.09994739610731185,0.09994739610731185,0.09994739610731185,0.09794739610731185,False,True,True,False,,,,,,,,,是,0.8613685965538025,13.67,17.43,20.01,收盘封住涨停；首次封板在10:30前；2板承接优于普通首板；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：农化制品；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,002155,湖南黄金,涨停,1,10.016286849975586,27.02,,383632336.0,0.9086782336235046,09:25:00,09:25:00,0,,贵金属,5,1,谨慎可打,,低/可控,实际有溢价,28.45,29.54,28.92,0.05292376017764622,0.0932642487046631,0.07031828275351604,0.050923760177646216,False,True,False,False,,,,,,,,,,,6.93,5.75,9.26,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手过低，成交验证不足；题材/行业热度一般：贵金属；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600540,新赛股份,涨停,1,10.071942329406738,4.59,,40677246.0,1.5243371725082397,09:25:02,09:25:02,0,,种植业,6,-2,谨慎可打,,低/可控,实际有溢价,5.05,5.05,5.05,0.10021786492374729,0.10021786492374729,0.10021786492374729,0.09821786492374729,False,True,True,True,28063007.55,0.0,宁波分公司:财通证券股份有限公司宁波分公司,0.8494946671168445,0.15960018532228068,1,1.0,0.04699738903394257,,,9.97,11.65,12.78,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；成交额过低，容量和滑点风险高；所属行业在今日涨停/炸板热度前排：种植业；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入0.28亿，可改善次日风险；关注席位上榜：宁波分公司:财通证券股份有限公司宁波分公司,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600613,神奇制药,涨停,1,10.047392845153809,11.61,,677314640.0,12.17633056640625,09:25:02,09:30:50,1,,化学制药,7,-1,谨慎可打,,低/可控,实际有溢价,12.53,12.77,12.4,0.07924203273040487,0.09991386735572783,0.06804478897502153,0.07724203273040486,False,True,False,True,83577126.0,0.0,拉萨系:东方财富证券股份有限公司拉萨东环路第二证券营业部,0.21385522096495654,0.09046038928082228,,,,是,0.4516192674636841,13.09,30.61,35.63,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：化学制药；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入0.84亿，可改善次日风险；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨东环路第二证券营业部,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600371,万向德农,涨停,3,9.9580717086792,10.49,,169885569.0,5.547128200531006,09:30:06,09:30:06,0,,种植业,12,-3,可以打板,,低/可控,实际有溢价,11.54,11.54,11.54,0.100095328884652,0.100095328884652,0.100095328884652,0.098095328884652,False,True,True,False,,,,,,,,,是,0.37719058990478516,18.34,24.11,21.98,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：种植业；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,603237,五芳斋,涨停,1,9.972298622131348,15.88,,57087483.0,1.8949249982833862,09:30:06,09:30:06,0,,食品加工,5,1,谨慎可打,,低/可控,实际有溢价,16.74,16.74,15.57,0.05415617128463457,0.05415617128463457,-0.01952141057934509,0.05215617128463457,False,True,False,False,,,,,,,,,,,8.77,9.91,11.2,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：食品加工；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,000890,法尔胜,涨停,2,10.025062561035156,8.78,,132042068.0,3.6119720935821533,09:30:09,09:30:09,0,,环保设备,9,-3,可以打板,,低/可控,实际有溢价,9.64,9.64,8.6,0.09794988610478383,0.09794988610478383,-0.02050113895216399,0.09594988610478383,False,True,False,True,38303756.0,1692649.0,,0.23134296206545596,0.13015453817718597,,,,否,1.1692183017730713,14.47,17.41,23.49,收盘封住涨停；首次封板在10:30前；2板承接优于普通首板；未炸板；换手处于可承接区间；题材/行业热度一般：环保设备；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入0.38亿，可改善次日风险；机构净买入0.02亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600103,青山纸业,涨停,3,10.086455345153809,3.82,,507382960.0,6.097270488739014,09:30:33,09:30:33,0,,造纸,10,-4,可以打板,,低/可控,实际有溢价,4.2,4.2,3.85,0.09947643979057608,0.09947643979057608,0.007853403141361293,0.09747643979057607,False,True,False,True,61707810.1,0.0,拉萨系:东方财富证券股份有限公司拉萨达孜区虎峰大道证券营业部,0.2690316534044882,0.14741186084535382,,,,否,1.2134629487991333,18.05,23.87,33.1,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；未炸板；换手处于可承接区间；题材/行业热度一般：造纸；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入0.62亿，可改善次日风险；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨达孜区虎峰大道证券营业部,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,000576,甘化科工,涨停,1,10.041265487670898,8.0,,268783456.0,7.823816776275635,09:30:39,09:53:18,4,,地面兵装,4,2,不能打板,,中：需看集合竞价承接,实际有溢价,8.01,8.37,8.16,0.0012499999999999734,0.0462499999999999,0.020000000000000018,-0.0007500000000000267,False,True,False,False,,,,,,,,,,,8.9,9.92,12.2,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数4次，封板稳定性一般；换手处于可承接区间；题材/行业热度一般：地面兵装；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,003040,楚天龙,涨停,5,9.982383728027344,18.73,,1759884208.0,20.767614364624023,09:30:48,13:18:09,19,,通信设备,7,1,谨慎可打,,低/可控,实际有溢价,19.05,19.71,18.5,0.017084890549919907,0.052322477309129756,-0.012279765082754968,0.015084890549919907,False,True,False,False,,,,,,2,0.5,0.015650080256821797,是,1.7791327238082886,19.91,38.1,61.05,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；炸板次数19次，封板分歧大；所属行业在今日涨停/炸板热度前排：通信设备；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,301666,大普微-UW,涨停,1,20.0,469.2,,961955872.0,7.814459800720215,09:30:51,09:30:51,0,,计算机设,7,-3,谨慎可打,,低/可控,实际有溢价,500.0,537.0,475.86,0.06564364876385342,0.1445012787723785,0.014194373401534621,0.06364364876385342,False,True,False,True,203047795.0,43419945.0,拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,0.2840470347479723,0.07287693650047182,,,,,,12.38,9.52,12.21,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：计算机设；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入2.03亿，可改善次日风险；机构净买入0.43亿；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600479,千金药业,涨停,2,9.981851577758789,12.12,,1300882240.0,25.8243465423584,09:31:30,13:20:45,7,,中药Ⅱ,5,3,谨慎可打,,中：需看集合竞价承接,实际无溢价,11.8,13.33,13.33,-0.026402640264026278,0.09983498349834985,0.09983498349834985,-0.02840264026402628,True,True,True,True,29535217.6,-115679921.52000001,,0.1533777590765205,0.10061404237811587,,,,是,10.635149955749512,14.95,18.16,20.36,收盘封住涨停；首次封板在10:30前；2板承接优于普通首板；炸板次数7次，封板分歧大；换手过高，次日抛压风险上升；题材/行业热度一般：中药Ⅱ；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好；盘后龙虎榜净买入0.30亿，可改善次日风险；机构净卖出1.16亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600378,昊华科技,涨停,1,10.011350631713867,48.46,,1436979568.0,2.788278341293335,09:31:36,09:33:39,2,,化学制品,4,1,不能打板,,低/可控,实际有溢价,53.31,53.31,53.31,0.10008254230293034,0.10008254230293034,0.10008254230293034,0.09808254230293034,False,True,True,False,,,,,,1,1.0,0.005546177959971255,,,6.6,4.03,8.8,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；题材/行业热度一般：化学制品；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,600721,百花医药,涨停,1,10.026385307312012,16.68,,2746713040.0,43.45110321044922,09:31:50,14:39:35,13,,医疗服务,5,3,谨慎可打,,中：需看集合竞价承接,实际无溢价,16.33,16.67,15.44,-0.020983213429256686,-0.0005995203836929308,-0.07434052757793763,-0.022983213429256688,True,True,False,True,-84987157.04,0.0,拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,0.05359899129528069,0.11711814820768786,8,0.75,0.05668896108448973,是,1.3496077060699463,12.34,16.68,22.11,收盘封住涨停；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数13次，封板分歧大；换手过高，次日抛压风险上升；成交额较大，具备市场辨识度；题材/行业热度一般：医疗服务；图形新高或强势池新高；今日涨停家数尚可；今日炸板率不高，封板环境较好；股性历史开盘溢价较好：n=8 胜率75.0%；盘后龙虎榜净卖出0.85亿，次日风险上升；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨金融城南环路证券营业部,,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-27,2026-08-28,000017,深中华A,涨停,6,10.042283058166504,10.41,,605589536.0,13.514057159423828,09:32:24,09:35:36,2,,饰品,9,0,可以打板,,低/可控,实际有溢价,11.18,11.45,11.45,0.07396733909702213,0.09990393852065305,0.09990393852065305,0.07196733909702213,False,True,True,False,,,,,,2,1.0,0.056091648342941,是,1.323776364326477,19.93,41.1,61.15,收盘封住涨停；首次封板在10:30前；3板以上有辨识度；炸板次数2次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：饰品；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日涨停家数尚可；今日炸板率不高，封板环境较好,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
