trade_date,next_trade_date,code,name,pool_type,board,pct_chg,close,limit_price,amount,turnover,first_seal_time,last_seal_time,break_count,close_vs_limit,industry,action_score,risk_score,board_action_quality,broken_board_quality,next_day_premium_risk,realized_label,lhb_listed,lhb_net_buy,institution_net,tracked_seats,buy_concentration,sell_concentration,hist_n,hist_open_win_rate,hist_avg_open,strong_is_new_high,strong_volume_ratio,tech_ma5_dev,tech_ma10_dev,tech_gain5,decision_reason,data_gaps,data_lineage
2026-08-25,2026-08-26,002837,英维克,涨停,1,10.009132385253906,60.23,,5646530048.0,8.51327896118164,10:05:48,11:12:36,1,,专用设备,2,1,不能打板,,低/可控,T+1未到/行情缺失,True,368664164.52,136502304.61,,0.14200799010203602,0.110549514183201,,,,,,9.66,7.66,4.62,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；成交额较大，具备市场辨识度；题材/行业热度一般：专用设备；今日涨停家数尚可；盘后龙虎榜净买入3.69亿，可改善次日风险；机构净买入1.37亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002713,东易日盛,涨停,1,10.055248260498047,9.96,,149460356.0,3.005276679992676,10:11:24,10:11:36,1,,装修装饰,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,1.0,0.05693581780538315,,,5.73,1.81,0.2,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：装修装饰；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000070,特发信息,涨停,1,9.993155479431152,16.07,,833419104.0,6.255198001861572,10:15:48,10:15:48,0,,通信设备,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,7.79,6.92,4.69,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：通信设备；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002686,亿利达,涨停,1,10.0,6.82,,252138103.0,7.3277177810668945,10:19:39,10:19:39,0,,通用设备,5,2,谨慎可打,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,3,0.3333333333333333,0.00026074618107134,是,1.670745849609375,6.83,8.07,12.54,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：通用设备；图形新高或强势池新高；今日涨停家数尚可；股性历史次日溢价偏弱：n=3 胜率33.3%,龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002947,恒铭达,涨停,1,10.001845359802246,59.61,,687782592.0,6.042917251586914,10:36:42,10:51:00,2,,消费电子,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,4.81,2.31,-2.87,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：消费电子；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002094,青岛金王,涨停,1,10.064239501953125,5.14,,185731183.0,5.409899711608887,10:36:54,10:36:54,0,,家居用品,4,1,不能打板,,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,8.85,8.71,10.06,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：家居用品；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600829,人民同泰,涨停,1,9.978307723999023,10.14,,416052672.0,7.338248252868652,10:59:03,13:06:18,1,,医药商业,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,2,0.5,0.0018534844993013944,,,1.48,-4.94,-14.79,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：医药商业；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000560,我爱我家,涨停,1,10.138248443603516,2.39,,657564176.0,12.181095123291016,11:12:12,11:12:12,0,,房地产服,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,3.91,5.85,10.65,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：房地产服；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002855,捷荣技术,涨停,1,10.0,11.0,,50633745.0,1.9347530603408813,11:14:06,11:14:06,0,,消费电子,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,7.93,8.31,8.16,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：消费电子；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600714,金瑞矿业,涨停,1,10.006373405456543,17.26,,420095184.0,9.202391624450684,13:01:12,13:01:12,0,,化学原料,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,9.6,10.03,4.99,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：化学原料；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,603687,大胜达,涨停,1,10.0,14.41,,214250615.0,2.868920087814331,13:01:15,13:01:15,0,,包装印刷,2,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,7.23,3.71,0.21,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；题材/行业热度一般：包装印刷；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002821,凯莱英,涨停,1,10.001916885375977,172.23,,2807272416.0,5.368891716003418,13:01:42,13:01:42,0,,医疗服务,4,4,不能打板,,高：次日无溢价风险高,T+1未到/行情缺失,True,-45603661.85,-55761567.6,,0.14889850435205787,0.1622892122658586,2,1.0,0.023672648209368097,,,1.32,-0.11,-2.83,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；成交额较大，具备市场辨识度；题材/行业热度一般：医疗服务；今日涨停家数尚可；盘后龙虎榜净卖出0.46亿，次日风险上升；机构净卖出0.56亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,300922,天秦装备,涨停,1,19.988309860229492,20.53,,331482032.0,13.68289566040039,13:07:21,13:07:21,0,,地面兵装,3,0,不能打板,,低/可控,T+1未到/行情缺失,True,30277695.27,11974197.930000002,,0.2200391064640162,0.1430582876728388,,,,,,15.91,15.39,17.11,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：地面兵装；今日涨停家数尚可；盘后龙虎榜净买入0.30亿，可改善次日风险；机构净买入0.12亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,300097,智云股份,涨停,1,20.045557022094727,10.54,,453799968.0,17.701221466064453,13:09:48,13:09:48,0,,自动化设,3,-1,不能打板,,低/可控,T+1未到/行情缺失,True,72210337.0,4840093.0,武汉紫阳东路:国泰海通证券股份有限公司武汉紫阳东路证券营业部,0.30803726907319573,0.15495083492316378,,,,,,5.55,9.65,7.55,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：自动化设；今日涨停家数尚可；盘后龙虎榜净买入0.72亿，可改善次日风险；机构净买入0.05亿；关注席位上榜：武汉紫阳东路:国泰海通证券股份有限公司武汉紫阳东路证券营业部,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,603758,秦安股份,涨停,1,9.981851577758789,12.12,,485242720.0,9.602992057800293,13:13:01,14:51:34,5,,汽车零部,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,6,0.8333333333333334,0.06632203571672468,否,1.3461896181106567,6.04,-4.81,-5.61,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数5次，封板稳定性一般；换手处于可承接区间；题材/行业热度一般：汽车零部；今日涨停家数尚可；股性历史开盘溢价较好：n=6 胜率83.3%,龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,003018,金富科技,涨停,1,10.0,45.98,,882941184.0,7.1574578285217285,13:13:36,13:13:36,0,,包装印刷,4,1,不能打板,,低/可控,T+1未到/行情缺失,False,,,,,,4,1.0,0.02303427270375269,否,1.758886694908142,9.68,10.67,6.81,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：包装印刷；今日涨停家数尚可；股性历史开盘溢价较好：n=4 胜率100.0%,龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,003021,兆威机电,涨停,1,10.006046295166016,72.78,,416117024.0,2.884432792663574,13:19:36,13:19:36,0,,电机Ⅱ,2,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,4.3,-3.92,-11.03,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；题材/行业热度一般：电机Ⅱ；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002963,豪尔赛,涨停,1,10.016242027282715,20.32,,212936519.0,7.360971927642822,13:25:21,13:25:21,0,,装修装饰,4,1,不能打板,,低/可控,T+1未到/行情缺失,False,,,,,,6,0.8333333333333334,0.04969301810153073,,,12.35,11.57,11.71,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：装修装饰；今日涨停家数尚可；股性历史开盘溢价较好：n=6 胜率83.3%,龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,603217,元利科技,涨停,1,9.996126174926758,28.39,,174897121.0,3.0933427810668945,13:36:52,13:36:52,0,,化学制品,4,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,1.0,0.023015500234852215,是,1.2999780178070068,6.68,7.89,6.05,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：化学制品；图形新高或强势池新高；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002451,摩恩电气,涨停,1,10.013531684875488,8.13,,258714360.0,7.722817897796631,13:36:54,13:37:48,1,,电网设备,1,3,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,1.0,0.03958944281524923,,,9.57,9.42,10.16,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：电网设备；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002259,升达林业,涨停,1,9.973752975463867,4.19,,114220104.0,3.7968430519104004,13:46:45,13:46:45,0,,燃气Ⅱ,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,8.49,7.44,9.4,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：燃气Ⅱ；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600172,黄河旋风,涨停,1,9.98427677154541,13.99,,2449812112.0,14.433436393737793,13:50:18,13:55:30,1,,通用设备,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,0.0,-0.0008912655971479166,,,2.7,5.17,-2.3,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；成交额较大，具备市场辨识度；所属行业在今日涨停/炸板热度前排：通用设备；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000659,珠海中富,涨停,1,10.038609504699707,2.85,,105634481.0,3.0228984355926514,14:02:03,14:02:03,0,,包装印刷,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,1.0,0.018050541516245522,,,5.09,1.64,1.06,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：包装印刷；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002478,常宝股份,涨停,1,10.015897750854492,6.92,,325471696.0,6.796586513519287,14:33:18,14:33:18,0,,特钢Ⅱ,3,2,不能打板,,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,6.89,6.69,1.17,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：特钢Ⅱ；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,603912,佳力图,涨停,1,10.060606002807617,9.08,,361157856.0,7.617812633514404,14:34:19,14:34:19,0,,通用设备,4,0,不能打板,,低/可控,T+1未到/行情缺失,True,40669581.6,0.0,,0.1786553034289053,0.06604642579801731,1,1.0,0.007653061224489832,,,7.86,7.05,5.7,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：通用设备；今日涨停家数尚可；盘后龙虎榜净买入0.41亿，可改善次日风险,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600605,汇通能源,涨停,1,10.016555786132812,26.58,,206951566.0,3.8956778049468994,14:41:53,14:41:53,0,,一般零售,4,1,不能打板,,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,7.7,6.0,3.34,收盘封住涨停；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：一般零售；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002176,江特电机,炸板,0,2.1857922077178955,9.35,10.07,1696070336.0,10.359594345092773,09:25:00,,1,-0.07149950347567036,电机Ⅱ,1,3,炸板失败/不能打,炸板失败/不能打,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,1,1.0,0.007751937984496138,,,3.2,1.32,-0.21,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：电机Ⅱ；炸板后回落较深，失败属性更重；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002627,三峡旅游,炸板,0,5.359877586364746,6.88,7.18,368378560.0,7.5147929191589355,09:30:03,,1,-0.04178272980501385,旅游及景,3,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,4.94,5.67,6.34,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：旅游及景；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,001268,联合精密,炸板,2,-0.44603031873703003,22.32,24.66,325402832.0,14.717292785644531,09:30:18,,1,-0.0948905109489051,家电零部,3,2,炸板可接受/反包观察,炸板可接受/反包观察,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,6.34,8.55,8.24,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；2板承接优于普通首板；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：家电零部；炸板后回落较深，失败属性更重；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002574,明牌珠宝,炸板,0,4.612159252166748,4.99,5.25,214414535.0,7.976004123687744,09:30:24,,2,-0.049523809523809526,饰品,4,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,是,4.730831623077393,5.41,6.67,7.54,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：饰品；图形新高或强势池新高；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600844,金煤科技,炸板,0,3.910614490509033,3.72,3.94,548390848.0,17.47535514831543,09:30:44,,1,-0.055837563451776595,化学原料,4,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,2,0.5,0.019543973941368087,是,3.146836042404175,4.91,5.32,4.49,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：化学原料；图形新高或强势池新高；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000523,红棉股份,炸板,0,5.863192081451416,3.25,3.38,462142224.0,10.565943717956543,09:31:21,,1,-0.038461538461538436,综合Ⅱ,3,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,0.06,4.6,6.91,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：综合Ⅱ；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002172,澳洋健康,炸板,2,4.054053783416748,4.62,4.88,1121455552.0,31.19057273864746,09:34:06,,1,-0.05327868852459017,医疗服务,5,4,炸板可接受/反包观察,炸板可接受/反包观察,高：次日无溢价风险高,T+1未到/行情缺失,True,-138260461.83,-12617889.560000002,,0.0785732082292406,0.19026896117114694,2,1.0,0.15600000000000003,否,1.3089134693145752,7.04,6.26,2.9,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；2板承接优于普通首板；炸板次数1次，可接受但需看承接；换手过高，次日抛压风险上升；题材/行业热度一般：医疗服务；接近年/三年高点，图形有辨识度；今日涨停家数尚可；盘后龙虎榜净卖出1.38亿，次日风险上升；机构净卖出0.13亿；卖方集中度明显高于买方,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000795,英洛华,炸板,0,5.373831748962402,9.02,9.42,548382080.0,5.3589701652526855,09:35:12,,1,-0.0424628450106157,金属新材,3,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,5.69,5.68,4.88,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：金属新材；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002853,皮阿诺,炸板,0,8.420551300048828,22.79,23.12,242762565.0,8.378668785095215,09:39:09,,2,-0.014273356401384163,家居用品,5,0,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,8.08,7.92,6.55,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：家居用品；炸板后收盘距涨停价较近，仍有反包观察价值；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,600354,敦煌种业,炸板,0,6.938160419464111,7.09,7.29,827298656.0,22.15191650390625,09:41:01,,1,-0.027434842249657088,种植业,4,0,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,1,0.0,-0.004966887417218624,,,4.76,8.38,1.43,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；所属行业在今日涨停/炸板热度前排：种植业；炸板后收盘距涨停价较近，仍有反包观察价值；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002437,誉衡药业,炸板,0,9.137056350708008,4.3,4.33,3342669552.0,37.63618087768555,09:42:45,,2,-0.006928406466512715,化学制药,5,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,True,55695778.41,-48238014.419999994,,0.10609848582301667,0.10126839949410937,4,0.5,0.03701716338189315,,,-0.56,-2.27,-9.66,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；换手过高，次日抛压风险上升；成交额较大，具备市场辨识度；所属行业在今日涨停/炸板热度前排：化学制药；炸板后收盘距涨停价较近，仍有反包观察价值；今日涨停家数尚可；盘后龙虎榜净买入0.56亿，可改善次日风险；机构净卖出0.48亿,,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,000716,黑芝麻,炸板,0,6.355932235717773,5.02,5.19,348645280.0,9.488929748535156,09:55:42,,1,-0.032755298651252596,休闲食品,3,1,炸板可接受/反包观察,炸板可接受/反包观察,低/可控,T+1未到/行情缺失,False,,,,,,,,,,,1.25,-1.12,-13.6,炸板样本：不直接判错，单独看炸板质量；首次封板在10:30前；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：休闲食品；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,002333,罗普斯金,炸板,0,7.590132713317871,5.67,5.8,278675312.0,7.466574668884277,10:02:42,,2,-0.022413793103448265,装修建材,1,3,炸板失败/不能打,炸板失败/不能打,中：需看集合竞价承接,T+1未到/行情缺失,False,,,,,,,,,,,0.53,0.8,-1.56,炸板样本：不直接判错，单独看炸板质量；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数2次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：装修建材；炸板后收盘距涨停价较近，仍有反包观察价值；今日涨停家数尚可,同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-08-25,2026-08-26,301130,西点药业,炸板,0,17.014204025268555,38.72,39.71,803862256.0,36.68510818481445,10:11:51,,3,-0.024930747922437768,化学制药,1,5,炸板失败/不能打,炸板失败/不能打,高：次日无溢价风险高,T+1未到/行情缺失,True,43938282.99,-980728.3,,0.158581464324267,0.1072071768266267,,,,,,13.87,24.89,39.18,炸板样本：不直接判错，单独看炸板质量；首次封板偏晚；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数3次，封板稳定性一般；换手过高，次日抛压风险上升；所属行业在今日涨停/炸板热度前排：化学制药；接近年/三年高点，图形有辨识度；5日涨幅过高，次日兑现风险；炸板后收盘距涨停价较近，仍有反包观察价值；今日涨停家数尚可；盘后龙虎榜净买入0.44亿，可改善次日风险；机构净卖出0.01亿,同股历史涨停溢价样本不足,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
