trade_date,next_trade_date,code,name,pool_type,board,pct_chg,close,limit_price,amount,turnover,first_seal_time,last_seal_time,break_count,close_vs_limit,industry,industry_board_rank,industry_limitup_count_today,market_index_trend,emotion_stage,prev_industry_open_good_rate,prev_industry_close_good_rate,prev_industry_sample_count,action_score,risk_score,board_action_quality,broken_board_quality,next_day_premium_risk,realized_label,next_open,next_high,next_close,open_premium,high_premium,close_return,net_open_return,low_open,rushed_high,continued_limit_up,lhb_listed,lhb_net_buy,institution_net,tracked_seats,buy_concentration,sell_concentration,stock_personality_tag,hist_limitup_count_3y,hist_failed_seal_count_3y,hist_failed_seal_rate_3y,hist_n,hist_open_win_rate,hist_no_premium_rate,hist_avg_open,hist_median_open,hist_avg_high,hist_avg_close,strong_is_new_high,strong_volume_ratio,tech_ma5_dev,tech_ma10_dev,tech_gain5,decision_reason,data_gaps,data_lineage
2026-09-04,2026-09-07,605398,新炬网络,涨停,2,9.983498573303223,26.66,,109420985.0,2.5223724842071533,09:25:01,09:25:01,0,,IT服务Ⅱ,1,2,指数下跌,情绪退潮,,,0,9,0,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,True,13021158.58,0.0,,0.27177654670822937,0.18704288483623266,样本不足,,,,,,,,,,,是,1.8036781549453735,15.43,22.79,28.54,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；题材/行业热度一般：IT服务Ⅱ；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入0.13亿，可改善次日风险,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,605580,恒盛能源,涨停,2,9.985315322875977,22.47,,81332412.0,1.292714238166809,09:25:01,09:25:01,0,,电力,1,2,指数下跌,情绪退潮,,,0,7,2,谨慎可打,,中：需看集合竞价承接,待验证/行情缺失,,,,,,,,,,,True,49952348.0,-20400755.0,,0.3541316951954458,0.1468743849088221,样本不足,,,,,,,,,,,否,0.6063871383666992,15.74,20.99,25.18,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；成交额过低，容量和滑点风险高；题材/行业热度一般：电力；板块内封板排序第1，属于日内前排；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入0.50亿，可改善次日风险；机构净卖出0.20亿,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,003040,楚天龙,涨停,1,10.0,21.12,,1040333104.0,10.79935359954834,09:30:00,09:30:00,0,,通信设备,1,2,指数下跌,情绪退潮,,,0,8,1,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,True,671060551.16,0.0,,0.7266877020254985,0.07277972281987295,样本不足,2,0,0.0,2,0.5,0.5,0.015650080256821797,0.015650080256821797,0.09297649272041142,0.07572127602699241,否,0.397838830947876,6.86,15.64,14.16,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：通信设备；板块内封板排序第1，属于日内前排；接近年/三年高点，图形有辨识度；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入6.71亿，可改善次日风险,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,603123,翠微股份,涨停,1,10.039369583129883,11.18,,354857104.0,4.866092681884766,09:30:02,09:30:02,0,,多元金融,1,2,指数下跌,情绪退潮,,,0,8,0,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,True,106611216.66,0.0,拉萨系:东方财富证券股份有限公司拉萨东环路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部,0.36400629878331614,0.06357207960411039,样本不足,1,0,0.0,1,0.0,1.0,-0.02581926514399202,-0.02581926514399202,-0.01588877855014892,-0.05064548162859983,是,0.5842993855476379,8.14,10.66,15.26,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；未炸板；换手处于可承接区间；题材/行业热度一般：多元金融；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入1.07亿，可改善次日风险；关注席位上榜：拉萨系:东方财富证券股份有限公司拉萨东环路第一证券营业部；拉萨系:东方财富证券股份有限公司拉萨团结路第一证券营业部,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,002827,高争民爆,涨停,1,9.993349075317383,66.15,,632718592.0,3.50026798248291,09:30:39,09:43:15,3,,化学制品,1,2,指数下跌,情绪退潮,,,0,6,4,谨慎可打（次日风险高）,,高：次日无溢价风险高,待验证/行情缺失,,,,,,,,,,,False,,,,,,股性偏强,6,3,0.5,6,0.8333333333333334,0.16666666666666666,0.08032333321915663,0.10001748863238902,0.08336963703719076,0.08065619852314802,是,0.7598667740821838,7.98,12.72,12.71,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数3次，封板稳定性一般；换手处于可承接区间；题材/行业热度一般：化学制品；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日炸板率偏高，次日溢价打折；三年股性偏强：涨停样本6，次日开盘有溢价率83.3%，均值8.0%；历史封板稳定性一般：涨停/炸板样本中未封住比例50.0%,前一交易日本行业涨停样本缺失；龙虎榜未上榜或未匹配；仅可作为盘后缺失项；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,605577,龙版传媒,涨停,5,9.971712112426758,15.55,,495051040.0,7.270991325378418,09:31:09,09:35:51,2,,出版,1,4,指数下跌,情绪退潮,,,0,10,1,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,False,,,,,,样本不足,,,,,,,,,,,是,1.3523929119110107,19.91,37.09,61.14,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；3板以上有辨识度；炸板次数2次，可接受但需看承接；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：出版；板块内封板排序第1，属于日内前排；图形新高或强势池新高；5日涨幅过高，次日兑现风险；今日炸板率偏高，次日溢价打折,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,002403,爱仕达,涨停,2,10.04878044128418,11.28,,134563284.0,4.086751461029053,09:31:33,09:31:33,0,,小家电,1,1,指数下跌,情绪退潮,,,0,9,1,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,True,54001717.26,-6564583.74,,0.3240174374022144,0.12558399120192867,样本不足,,,,,,,,,,,否,2.9909353256225586,13.82,17.52,22.08,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；未炸板；换手处于可承接区间；题材/行业热度一般：小家电；板块内封板排序第1，属于日内前排；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入0.54亿，可改善次日风险；机构净卖出0.07亿,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,601579,会稽山,涨停,1,10.009140968322754,24.07,,399438320.0,3.516770362854004,09:34:49,09:40:34,1,,非白酒,1,3,指数下跌,情绪退潮,,,0,7,2,谨慎可打,,中：需看集合竞价承接,待验证/行情缺失,,,,,,,,,,,False,,,,,,样本不足,,,,,,,,,,,是,0.7792931795120239,12.58,16.47,24.52,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：非白酒；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日炸板率偏高，次日溢价打折,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,600108,亚盛集团,涨停,2,10.1010103225708,4.36,,944268800.0,11.68822193145752,09:36:23,09:37:50,1,,种植业,1,2,指数下跌,情绪退潮,,,0,8,0,可以打板,,低/可控,待验证/行情缺失,,,,,,,,,,,True,122339584.83,0.0,成都北一环:国泰海通证券股份有限公司成都北一环路证券营业部；松江中山东路:国泰海通证券股份有限公司上海松江区中山东路证券营业部,0.16086795317221356,0.1046836654184666,样本不足,,,,,,,,,,,是,0.9199132323265076,11.57,17.17,14.44,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；2板承接优于普通首板；炸板次数1次，可接受但需看承接；换手处于可承接区间；题材/行业热度一般：种植业；板块内封板排序第1，属于日内前排；图形新高或强势池新高；今日炸板率偏高，次日溢价打折；盘后龙虎榜净买入1.22亿，可改善次日风险；关注席位上榜：成都北一环:国泰海通证券股份有限公司成都北一环路证券营业部；松江中山东路:国泰海通证券股份有限公司上海松江区中山东路证券营业部,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
2026-09-04,2026-09-07,603390,通达电气,涨停,1,10.0,11.11,,148595858.0,3.8840248584747314,09:38:18,09:39:09,1,,汽车零部,4,6,指数下跌,情绪退潮,,,0,4,4,不能打板,,高：次日无溢价风险高,待验证/行情缺失,,,,,,,,,,,False,,,,,,样本不足,,,,,,,,,,,,,6.91,9.04,10.44,收盘封住涨停；大环境：情绪退潮，只能做前排或强辨识度，后排回避；指数环境：指数下跌；首次封板在10:30前，只作为前排证据之一；首板/低板位溢价弹性需依赖题材和封板质量；炸板次数1次，可接受但需看承接；换手处于可承接区间；所属行业在今日涨停/炸板热度前排：汽车零部；板块内封板排序第4，不是日内前排；今日炸板率偏高，次日溢价打折,前一交易日本行业涨停样本缺失；同股历史涨停溢价样本不足；龙虎榜未上榜或未匹配；仅可作为盘后缺失项；T+1行情缺失或未收盘：2026-09-07,AKShare/Eastmoney pools + local technical screener + local historical premium detail + Eastmoney LHB
